deviceId,0,1,2,3,4,5,6,7,lat,lon,location
6900873714,16.137682,18.39687,16.726643,18.39787,24.41263,15.449823,14.253131,15.936528,23.47549,120.45377,1
9302405863,15.511778,18.286425,17.223637,19.42575,24.197733,14.469248,14.320483,17.845676,23.28138,120.35492,1
10108846363,15.19648,18.393457,17.382038,20.249958,23.734285,14.042162,14.370764000000001,20.015373,23.034245,120.1436733,1
6840513410,15.4942875,18.35246,17.198456,19.767715,23.950945,14.289535500000001,13.958364000000001,18.572857,23.17927,120.17382,1
6846366426,15.413823999999998,18.395960000000002,17.239641,19.687119,24.13363,14.312404999999998,13.850447,18.899847,23.18567,120.18595,1
10137262697,15.191021,18.413448000000002,17.372286,20.440762,23.542742,13.970539000000002,14.430738,20.043547,23.045907,120.14780659999998,1
9306423758,15.778483,17.622671,19.696476,22.887627,15.499101999999999,12.880938,16.266727,21.60727,22.921705,120.2486183,1
6899027986,15.909492499999999,18.202246,16.939457,18.701393,24.558165,15.185175,14.102580999999999,16.521881,23.506472,120.4552458,1
6896418428,16.230837,18.306067000000002,16.762220000000003,18.042648,24.547583,15.848879,14.617745999999999,15.221498,23.46677,120.42598999999998,1
10105505447,15.518329000000001,18.167137,17.075582999999998,19.221325,24.30592,14.596754,14.314354000000002,17.343838,23.104652,120.34520659999998,1
6899171390,15.897631,18.014536,17.32752,18.599273999999998,24.489411999999998,15.307703,14.334289000000002,16.55097,23.4943,120.45393,1
10108656848,15.362209,18.329943,17.212934,19.724394,24.050951,14.251871,14.276419,18.610405,23.037873,120.1333533,1
9384430264,15.733398999999999,18.222818,17.066805,18.793326999999998,24.589018,15.094128,14.477426999999999,16.520088,23.101852,120.26796000000002,1
9342978704,15.468647,18.327714999999998,17.294302,19.658524,24.015299,14.326447,14.3341675,18.314493,23.69152,120.3041,1
9281708861,15.368182999999998,18.385379999999998,17.312124,19.80159,23.994958999999998,14.262967999999999,14.338710999999998,18.67003,23.735757,120.456788,1
9308020850,15.208039999999999,18.401384,17.587362,22.338173,20.481144,13.354574,14.420351,22.091587,23.047445,120.2247933,1
9303818175,16.18615,18.250320000000002,16.751791,18.085102,24.638614999999998,15.626797,14.612101999999998,15.123534,23.283473,120.357735,1
6848700502,15.376582999999998,18.469867999999998,17.412032999999997,19.964527,23.830847,14.228746,14.143931,19.198812,23.19177,120.17513999999998,1
9302632125,15.938032999999999,18.195822,16.940763,18.510548,24.558683,15.364765,14.490925,15.964094000000001,23.282998000000006,120.36281,1
10109048599,15.470444,18.313488,17.199379,19.363672,24.23453,14.510964999999999,14.385925,17.668444,23.036962,120.1535366,1
9300123768,15.797042999999999,18.159805,17.027239,18.719131,24.609194,15.167985999999999,14.409899,16.350859,23.284305,120.35338,1
6891702582,15.849729,18.235828,17.088926,18.761806,24.581125,15.105289,14.24252,16.752762,23.49414,120.43519,1
9337584759,15.253420000000002,18.454853,17.341074,20.223804,23.740034,14.079134,14.400954999999998,19.425795,23.705473,120.4287,1
10149301890,15.243698,18.449579999999997,17.507313,20.279999,23.649473,14.077004999999998,14.409954,19.80992,23.036857,120.15672,1
9308760404,15.425023999999999,18.354029,17.258905,19.752369,23.977848,14.284346,14.213638000000001,18.535534,23.04316,120.2194816,1
9304139015,15.848312,18.148723999999998,16.967533,18.523956,24.685345,15.284107,14.458935,16.179893,23.291458,120.3175083,1
9349661296,15.362489000000002,18.370601999999998,17.26125,19.839836,23.941694000000002,14.239937,14.341857000000001,18.668104,23.74602,120.496688,1
9297844442,15.140512,17.99547,17.343296,21.623661,22.018122,13.490696,14.266502,21.573324,22.923485,120.2478883,1
10061323629,15.549335999999998,18.274038,17.14816,19.191229999999997,24.381285000000002,14.669042999999999,14.451364499999999,17.141394000000002,23.112895,120.3356916,1
10054926614,15.830794000000001,18.18647,17.033602,18.76602,24.506532999999997,15.099086999999999,14.414164999999999,16.32404,23.115623,120.3450366,1
9322238605,15.342956,18.380144,17.36063,20.018488,23.83428,14.173392999999999,14.338316,19.130842,23.57509,120.29604,1
6846123246,15.717245000000002,18.248495000000002,17.180792,19.158958,24.250257,14.766935,14.378528,16.965677,22.92623,120.21861,1
6844366333,15.490499,18.411516,17.189953,19.581154,24.169127,14.3205185,13.724132999999998,18.488054,22.92932,120.22784,1
9342860572,15.399787,18.347225,17.339218,19.790445000000002,23.961170000000003,14.280857000000001,14.352860999999999,18.697063,23.746389,120.497367,1
10137850000,15.096828,18.271085999999997,17.358524,20.280176,23.716901999999997,13.978756,14.355934,20.277916,23.037365,120.1504783,1
9267158909,15.392110999999998,18.401066,17.394373,19.930443,23.841435999999998,14.224926000000002,14.210038,19.093767,23.735642,120.440694,1
8935340999,15.32625,18.321829,17.415561999999998,19.929522,23.851361999999998,14.195376999999999,14.425038,19.070953,23.45612,120.46178,1
10049456087,15.229349,18.453583,17.31222,20.211384,23.795084,14.059767,14.396657000000001,19.443262,23.057433,120.19745,1
9301412538,15.663302,18.209494,17.08672,18.837189000000002,24.590752,14.986734,14.468187,16.569945999999998,23.276308,120.3585033,1
10138771614,15.296925,18.294117,17.422710000000002,22.6619,20.197985,13.3750725,14.103682999999998,22.041552,23.03691,120.1468816,1
10057227052,15.840330999999999,18.148433999999998,16.936365,18.755224,24.51967,14.993134,14.285105,16.2968,23.108865,120.3326566,1
10053314076,16.40565,17.872362,18.808582,18.670275,22.87552,14.958738,18.43739,15.713072,23.11258,120.34276,1
6847126250,15.432091,18.370138,17.386284,19.717712,23.94742,14.340332,14.278166,18.637693,23.19141,120.1788,1
10137447643,15.054051000000001,18.302528,17.408382,20.383549,23.723577,13.95454,14.407072,20.422201,23.036720000000006,120.15890159999998,1
10138903619,15.268989999999999,18.334362,17.338312,20.134623,23.735792,14.080387,14.373732,19.558601,23.037678,120.1432033,1
10111823804,15.465841000000001,18.086613,17.139109,19.124138000000002,24.446057999999997,14.692573999999999,14.543798,17.121695000000003,23.296545,120.2805683,1
10139213066,15.054256,18.366835000000002,17.302920999999998,20.787426,23.340515,13.821716,14.403785999999998,20.666914000000002,23.040273000000006,120.1377433,1
10069328718,16.128841,18.234396,16.892687,18.134598,24.670706,15.666634,14.707153,15.442822,23.297885,120.3517966,1
10063403670,15.381312,18.345554,17.268019,19.831503,23.905472,14.236460000000001,14.222464000000002,18.82476,23.236112,120.1870466,1
9386126984,15.479726999999999,18.1756,18.015741000000002,21.659874,20.168885999999997,13.510874,15.032722,20.447979,22.949225,120.3298566,1
6900226503,15.926651999999999,18.249008,17.005726,18.596119,24.517305,15.306217000000002,14.281075,16.642236999999998,23.46798,120.4546,1
9361624824,15.6427555,18.326178,17.582764,19.070135,24.022959,14.906075,14.943871,16.691269000000002,23.713327,120.598606,1
10053551811,15.517872,18.305378,17.175438,19.382149,24.18727,14.517202,14.354535999999998,17.628754,23.10273,120.335055,1
6847426070,15.432970000000001,18.42103,17.25455,19.50075,24.220125,14.362291,14.054779000000002,18.528129999999997,22.93378,120.23692,1
6885512861,15.872152,18.200497,16.904419,18.822838,24.282717,15.054829000000002,14.150635000000001,16.511055,23.46595,120.4548,1
10138518780,15.571682999999998,18.288624,17.112015,19.231711999999998,24.300264000000002,14.64134,14.339148999999999,17.12286,23.040538,120.1359883,1
10067162093,15.657548,18.246727,17.164015,19.149029000000002,24.328986999999998,14.813406,14.358479,17.12208,22.990808,120.1946933,1
10118176403,15.603670000000001,18.294321,17.131952,19.153252,24.350147,14.6970825,14.463125,17.036445999999998,23.301647,120.2834216,1
9453368364,15.035644,18.388332000000002,17.257896,21.563095,22.620592000000002,13.5892315,14.201147,21.589407,23.059588,120.2042583,1
9308982581,15.153545000000001,18.568929999999998,17.148209,21.289928,22.897078,13.75622,14.269820999999999,20.78417,23.280365,120.35420659999998,1
6889500447,15.894175,18.180135999999997,16.771854,18.636505,24.537863,15.195920999999998,14.002801000000002,16.649027,23.51061,120.45378,1
6844966307,15.475202,18.381897,17.361143,19.633503,24.001036,14.370619,14.189329,18.562815,22.93046,120.24548,1
9267016875,15.425344,18.299713,17.268711,19.817608,23.920473,14.231276000000001,14.282982999999998,18.615194,23.735635,120.443687,1
10138413301,15.389522,18.330305,17.323778,19.717234,24.013443,14.315157000000001,14.339684,18.575205,23.040385,120.14208329999998,1
9350173302,15.355839999999999,18.421782,17.28986,19.713507,24.069014000000003,14.29863,14.318529999999999,18.625035999999998,23.79093,120.25829,1
9266022718,15.449276000000001,18.327074,17.293701000000002,19.570078,24.15999,14.375685,14.366024,18.130875,23.735699,120.450954,1
8935506580,15.454926500000001,18.264175,17.20231,19.599392,24.091581,14.362209,14.201984,18.313148,23.508747,120.43533,1
6847009321,15.445729,18.386087,17.245342,19.531010000000002,24.152379999999997,14.408575,14.2109995,18.149504,22.91607,120.22296,1
10120324011,15.814472,18.225604999999998,17.08876,18.681034,24.556307,15.197578,14.578501000000001,16.337784,23.309303,120.276825,1
10098244795,14.961741,18.391968,17.269223999999998,20.98114,23.335867,13.753185,14.399569,21.009508,22.994197,120.2054083,1
6900327497,16.015316000000002,18.24106,16.931252999999998,18.450026,24.503764999999998,15.385882999999998,14.387720000000002,16.090725,23.48727,120.44407,1
10055247425,15.656263000000001,18.152483,17.0105,18.921188,24.510006,14.89727,14.335517000000001,16.666546,23.110662,120.338005,1
10105132923,15.054287,18.546337,17.241194,21.313162,22.928137,13.694564999999999,14.344764000000001,20.96799,23.236238,120.19293,1
6844411829,15.369894,18.567144,17.352083,20.20166,23.890785,14.114817000000002,13.815976000000001,19.949207,23.17903,120.17751,1
9354650259,15.001194,18.507812,17.341542999999998,21.30416,22.913107,13.681220999999999,14.390635500000002,21.090467,23.737611,120.4011,1
