deviceId,lat,lon,location
10187616860,25.054982,121.59468999999999,3
10181700710,25.055515,121.5956866,3
10186372622,25.05236,121.59201000000002,3
10188098571,25.055999999999997,121.5952283,3
10182074994,25.058932000000002,121.6194433,3
10184615499,25.053668,121.59078829999999,3
10183163884,25.045257,121.5499483,3
10190122978,25.045747,121.5496916,3
10182827296,25.044792,121.55046829999999,3
10185716972,25.070726999999998,121.56885659999999,3
10183269165,25.044767,121.5517666,3
10185920135,25.070127,121.56917,3
10190212306,25.071688,121.55828659999999,3
10184780057,25.044678,121.5516433,3
10183643733,25.071527,121.55873999999999,3
10200376949,25.070657999999998,121.567245,3
10183091769,25.045442,121.55195829999998,3
10186752944,25.044722,121.55105829999998,3
10187268812,25.071582,121.5585983,3
10185414614,25.060565,121.598495,3
10188364226,25.062853,121.598675,3
10186871514,25.061,121.60237830000001,3
10187714974,25.063488,121.5769183,3
10190374312,25.065895,121.57768159999999,3
10188652949,25.060728,121.60278000000001,3
10185092420,25.062112,121.5961733,3
10187012610,25.063858,121.5773933,3
10185579073,25.060572,121.59882830000001,3
10184032107,25.060975,121.60283829999999,3
10186080368,25.068128,121.5795466,3
10190479538,25.068177,121.57931,3
10180507985,25.061998000000003,121.59638159999999,3
10188107333,25.063198,121.5989566,3
10187452115,25.063438,121.59836999999999,3
10185390063,25.061118,121.5991416,3
10183554350,25.063218,121.5771216,3
10186524358,25.057963,121.5749733,3
10180654119,25.05765,121.5751733,3
10184871059,25.062038,121.59585659999999,3
10180884769,25.057315,121.57524,3
10182995926,25.107095,121.478955,3
10189779191,25.103187,121.4935383,3
10187817545,25.109538,121.4731716,3
10185137651,25.094043,121.4961416,3
10181133624,25.106714999999998,121.48643999999999,3
10184979038,25.09311,121.4976216,3
10183378041,25.094555,121.49722,3
10185295344,25.09453,121.4960933,3
10188844366,25.105828,121.482875,3
10187536226,25.110228,121.47906,3
10184589018,25.101435000000002,121.48803500000001,3
10181983795,25.103405,121.495185,3
10181055695,25.107332999999997,121.49335829999998,3
10182765572,25.110187,121.48323329999998,3
10188959173,25.112737,121.49108829999999,3
10188450871,25.101945999999998,121.4889297,3
10184404771,25.103417999999998,121.49085,3
10187942042,25.11194,121.4843183,3
10189875513,25.103727,121.49340829999998,3
10188795449,25.10945,121.49398159999998,3
10200485379,25.134173,121.4840216,3
10185613026,25.129054999999997,121.48800159999999,3
10181621345,25.132015,121.48882160000001,3
10187195615,25.116598,121.48741159999999,3
10189170767,25.115503,121.49413829999999,3
10186915768,25.121308,121.49386000000001,3
10188542674,25.120185,121.48605,3
10189089883,25.115043,121.5031983,3
10182567005,25.12659,121.47373999999999,3
10187340888,25.119657999999998,121.485685,3
10189289540,25.115987,121.4920866,3
10183739942,25.10417,121.5090116,3
10181510720,25.126113,121.47242659999998,3
10182603505,25.133515,121.4803233,3
10184237251,25.116702,121.4889166,3
10189461434,25.130588,121.488675,3
10183804818,25.113003,121.50840659999999,3
10188219952,25.116673000000002,121.48558500000001,3
10182118699,25.117893,121.485425,3
10182493773,25.130148000000002,121.4757983,3
10181464107,25.125512,121.47366000000001,3
10185861505,25.125367,121.48716329999999,3
10184128532,25.120973,121.4981983,3
10189360662,25.121195,121.4871916,3
10182362729,25.114803,121.502835,3
10184373796,25.113508,121.50144159999999,3
10180935138,25.117807,121.5000983,3
10182273531,25.113993,121.501645,3
10181258942,25.04429,121.55170159999999,3
6276074421,25.02955,121.53628,3
10181395211,25.044383,121.55075330000001,3
10190000864,25.044045,121.5504483,3
10186123517,25.001883,121.5898483,3
10183938343,25.001763,121.58851999999999,3
10183435474,25.00125,121.58908999999998,3
10186497242,25.039148,121.57193329999998,3
10186643177,25.040523,121.5700383,3
